Title,Year,Director,Origin/Ethnicity,Cast,Genre,Color,Duration,Actor_2,Gross,Genres,Actor_1,Actor_3,Plot_keywords,Language,Country,Budget,Aspect_ratio
The Outsiders,1983,Francis Ford Coppola,American,"C. Thomas Howell, Matt Dillon, Diane Lane, Patrick Swayze, Ralph Macchio, Rob Lowe, Tom Cruise",drama,Color,114.0,William Smith,25600000.0,Crime|Drama,Tom Cruise,Tom Waits,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,English,USA,10000000.0,2.35
The Right Stuff,1983,Philip Kaufman,American,"Ed Harris, Scott Glenn, Dennis Quaid, Fred Ward, Sam Shepard, Charles Frank, Lance Henriksen","drama, biography",Color,193.0,Scott Glenn,21500000.0,Adventure|Drama|History,Dennis Quaid,Sam Shepard,astronaut|sound barrier|space program|u.s. air force|u.s. space program,English,USA,27000000.0,1.85
Scarface,1983,Brian De Palma,American,"Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio, Robert Loggia",crime drama,Color,142.0,F. Murray Abraham,44700000.0,Crime|Drama,Al Pacino,Mary Elizabeth Mastrantonio,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,English,USA,25000000.0,2.35
Superman III,1983,Richard Lester,American,"Christopher Reeve, Richard Pryor, Robert Vaughn, Annette O'Toole",action,Color,125.0,Robert Vaughn,60000000.0,Action|Comedy|Sci-Fi,Margot Kidder,Jackie Cooper,computer|high school|kryptonite|smallville|villain,English,UK,39000000.0,2.35
WarGames,1983,John Badham,American,"Matthew Broderick, Dabney Coleman, Ally Sheedy",drama,Color,114.0,Barry Corbin,79568000.0,Sci-Fi|Thriller,Matthew Broderick,Ally Sheedy,computer|game|high school|norad|teenager,English,USA,12000000.0,1.85
Yentl,1983,Barbra Streisand,American,"Barbra Streisand, Mandy Patinkin, Amy Irving",musical,Color,132.0,Amy Irving,30400000.0,Drama|Musical|Romance,Miriam Margolyes,Steven Hill,love|study|talmud|wedding|yeshiva,English,UK,12000000.0,1.85
Beverly Hills Cop,1984,Martin Brest,American,"Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher, Bronson Pinchot, Ronny Cox",comedy,Color,105.0,Ronny Cox,234760500.0,Action|Comedy|Crime,Judge Reinhold,James Russo,drug dealer|drugs|murder|police brutality|police shootout,English,USA,14000000.0,1.85
The Bounty,1984,Roger Donaldson,American,"Mel Gibson, Anthony Hopkins, Daniel Day-Lewis, Laurence Olivier",drama,Color,132.0,Anthony Hopkins,8600000.0,Action|Adventure|Drama|History|Romance,Liam Neeson,Laurence Olivier,lieutenant|lifeboat|mutiny|sailing ship|ship,English,UK,25000000.0,2.35
Conan the Destroyer,1984,Richard Fleischer,American,"Arnold Schwarzenegger, Grace Jones, Wilt Chamberlain, Olivia d'Abo, Mako","action, fantasy",Color,103.0,Olivia d'Abo,26400000.0,Action|Adventure|Fantasy,Mako,Grace Jones,gods|princess|queen|rescue|wizard,English,USA,18000000.0,2.35
The Cotton Club,1984,Francis Ford Coppola,American,"Richard Gere, Gregory Hines, Diane Lane, Lonette McKee, Bob Hoskins, James Remar, Nicolas Cage, Maurice Hines, Fred Gwynne, Gwen Verdon","drama, musical",Color,123.0,Bob Hoskins,25900000.0,Crime|Drama|Music,Nicolas Cage,Fred Gwynne,brothers hugging|jazz|jealousy|nudity|parole violation,English,USA,58000000.0,1.85
Dune,1984,David Lynch,American,"Kyle MacLachlan, Sting, Sean Young, Kenneth McMillan, Francesca Annis, José Ferrer, Patrick Stewart, Alicia Witt, Virginia Madsen",science fiction,Color,177.0,Jürgen Prochnow,27400000.0,Action|Adventure|Sci-Fi,Virginia Madsen,José Ferrer,desert planet|dune|giant worm|space travel|spice,English,USA,40000000.0,2.35
Firestarter,1984,Mark L. Lester,American,"Drew Barrymore, David Keith, George C. Scott, Martin Sheen, Heather Locklear, Louise Fletcher",thriller,Color,114.0,George C. Scott,15100000.0,Action|Horror|Sci-Fi|Thriller,Heather Locklear,David Keith,captain|experiment|fire|psychic|secret government agency,English,USA,15000000.0,2.35
Footloose,1984,Herbert Ross,American,"Kevin Bacon, John Lithgow, Lori Singer, Dianne Wiest, Chris Penn","drama, musical",Color,107.0,Chris Penn,80000000.0,Drama|Music|Romance,Dianne Wiest,Lori Singer,church|cowboy boots|dancing|high school dance|teenager,English,USA,8200000.0,1.85
Friday the 13th: The Final Chapter,1984,Joseph Zito,American,"Corey Feldman, Crispin Glover, Kimberly Beck",horror,Color,97.0,Tom Everett,32600000.0,Horror|Thriller,Judie Aronson,Kimberly Beck,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,English,USA,1800000.0,1.85
Gremlins,1984,Joe Dante,American,"Zach Galligan, Phoebe Cates, Hoyt Axton","comedy, horror",Color,106.0,Harry Carey Jr.,148170000.0,Comedy|Fantasy|Horror,Phoebe Cates,Zach Galligan,bright light|midnight|pet|small town|water,English,USA,11000000.0,2.2
The Hotel New Hampshire,1984,Tony Richardson,American,"Jodie Foster, Beau Bridges, Rob Lowe, Nastassja Kinski, Anita Morris, Matthew Modine","comedy, drama",Color,109.0,Beau Bridges,5100000.0,Comedy|Drama|Romance,Joely Richardson,Nastassja Kinski,football|hotel|teenage girl|terrorist|wien,English,UK,7500000.0,1.85
Indiana Jones and the Temple of Doom,1984,Steven Spielberg,American,"Harrison Ford, Jonathan Ke Quan, Kate Capshaw",action,Color,118.0,Amrish Puri,179870271.0,Action|Adventure,Harrison Ford,Kate Capshaw,children|studio logo segues into film|temple|village|white dinner jacket,English,USA,28000000.0,2.35
The Karate Kid,1984,John G. Avildsen,American,"Ralph Macchio, Pat Morita, Elisabeth Shue, William Zabka, Martin Kove",drama,Color,126.0,William Zabka,90800000.0,Action|Drama|Family|Sport,Martin Kove,William Bassett,apartment|bully|fight|karate|master,English,USA,8000000.0,1.85
A Nightmare on Elm Street,1984,Wes Craven,American,"Robert Englund, Heather Langenkamp, John Saxon, Ronee Blakley, Amanda Wyss, Johnny Depp",horror,Color,101.0,Lin Shaye,26505000.0,Horror,Johnny Depp,Amanda Wyss,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,USA,1800000.0,1.85
Once Upon a Time in America,1984,Sergio Leone,American,"Robert De Niro, James Woods, Tuesday Weld, Elizabeth McGovern, Joe Pesci, Jennifer Connelly, Treat Williams, William Forsythe, Danny Aiello",drama,Color,251.0,Burt Young,5300000.0,Crime|Drama,Robert De Niro,Treat Williams,1920s|ambiguity|childhood friend|new york|speakeasy,English,Italy,30000000.0,1.85
A Passage to India,1984,David Lean,American,"Judy Davis, Peggy Ashcroft, Alec Guinness",drama,Color,164.0,Judy Davis,26400000.0,Adventure|Drama|History,Richard Wilson,Art Malik,doctor|english|india|magistrate|mosque,English,UK,16000000.0,1.85
Police Academy,1984,Hugh Wilson,American,"Steve Guttenberg, Kim Cattrall, G. W. Bailey, Bubba Smith, George Gaynes, Leslie Easterbrook, David Graf, Michael Winslow, Donovan Scott",comedy,Color,96.0,Bubba Smith,81200000.0,Comedy,Steve Guttenberg,Michael Winslow,misfit|police|police academy|police cadet|police officer,English,USA,4500000.0,1.85
Splash,1984,Ron Howard,American,"Daryl Hannah, Tom Hanks, John Candy, Eugene Levy",comedy,Color,111.0,Howard Morris,69800000.0,Comedy|Fantasy|Romance,Tom Hanks,Patrick Cronin,cmnf|cmnf scene|mermaid|new york city|public nudity,English,USA,8000000.0,1.85
Star Trek III: The Search for Spock,1984,Leonard Nimoy,American,"William Shatner, Leonard Nimoy, George Takei",science fiction,Color,105.0,Nichelle Nichols,76400000.0,Action|Adventure|Sci-Fi,Leonard Nimoy,Walter Koenig,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,English,USA,17000000.0,2.35
The Terminator,1984,James Cameron,American,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Lance Henriksen, Paul Winfield",science fiction,Color,107.0,Brian Thompson,38400000.0,Action|Sci-Fi,Michael Biehn,Paul Winfield,cyborg|future war|robot|shootout in a police station|urban setting,English,UK,6500000.0,1.85
Back to the Future,1985,Robert Zemeckis,American,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson",science fiction,Color,116.0,Thomas F. Wilson,210609762.0,Adventure|Comedy|Sci-Fi,Lea Thompson,J.J. Cohen,clock tower|delorean|future|time travel|time travel comedy,English,USA,19000000.0,1.18
Brazil,1985,Terry Gilliam,American,"Jonathan Pryce, Kim Greist, Michael Palin, Robert De Niro, Katherine Helmond",science fiction,Color,142.0,Bob Hoskins,9929000.0,Drama|Sci-Fi,Robert De Niro,Jim Broadbent,black comedy|bureaucracy|dream|terrorist|wrongful arrest,English,UK,15000000.0,1.85
Friday the 13th: A New Beginning,1985,Danny Steinmann,American,"Suzanne Bateman, Corey Feldman",horror,Color,92.0,Melanie Kinnaman,21300000.0,Horror|Mystery|Thriller,Tiffany Helm,Dominick Brascia,jason voorhees|murder|new jersey|nightmare|teenager,English,USA,2200000.0,1.85
Mad Max Beyond Thunderdome,1985,George Miller,American,"Mel Gibson, Tina Turner",action,Color,107.0,Bruce Spence,36200000.0,Action|Adventure|Sci-Fi|Thriller,Tina Turner,Angelo Rossitto,arena|desert|fight|mad max|post apocalypse,English,Australia,12305523.0,2.35
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Jack Sholder,American,"Mark Patton, Kim Myers, Robert Englund, Robert Rusler",slasher,Color,87.0,Robert Rusler,30000000.0,Fantasy|Horror,Clu Gulager,Marshall Bell,freddy krueger|gay|gay subtext|homoeroticism|jock strap,English,USA,2200000.0,1.85
Out of Africa,1985,Sydney Pollack,American,"Meryl Streep, Robert Redford, Klaus Maria Brandauer",drama,Color,161.0,Michael Gough,87100000.0,Biography|Drama|Romance,Meryl Streep,Michael Kitchen,africa|hunter|love|marriage|plantation,English,USA,31000000.0,1.85
Pale Rider,1985,Clint Eastwood,American,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Richard Dysart, Chris Penn",western,Color,115.0,Chris Penn,41400000.0,Western,Clint Eastwood,Sydney Penny,gold|miner|preacher|prospector|sheriff,English,USA,6900000.0,2.35
Rambo: First Blood Part II,1985,George P. Cosmatos,American,"Sylvester Stallone, Julia Nickson-Soul, Charles Napier, Richard Crenna",action,Color,96.0,Julia Nickson,150415432.0,Action|Adventure|Thriller|War,Sylvester Stallone,Martin Kove,1980s|mission|prison|rambo|vietnam,English,USA,44000000.0,2.35
Silverado,1985,Lawrence Kasdan,American,"Scott Glenn, Kevin Kline, Kevin Costner, John Cleese, Danny Glover, Jeff Goldblum, Brian Dennehy, Rosanna Arquette, Linda Hunt",western,Color,133.0,Todd Allen,33200000.0,Action|Crime|Drama|Western,Scott Glenn,Brad Leland,1880s|kiss|small town|table broken in fight|wild west,English,USA,26000000.0,2.35
A View to a Kill,1985,John Glen,American,"Roger Moore, Christopher Walken, Grace Jones, Tanya Roberts",action,Color,131.0,Alison Doody,50300000.0,Action|Adventure|Thriller,Patrick Macnee,Tanya Roberts,computer|earthquake|microchip|official james bond series|silicon valley,English,UK,30000000.0,2.35
Witness,1985,Peter Weir,American,"Harrison Ford, Kelly McGillis, Lukas Haas",drama,Color,112.0,Viggo Mortensen,65500000.0,Crime|Drama|Romance|Thriller,Harrison Ford,Lukas Haas,amish|love|murder|police|train,English,USA,12000000.0,1.85
Young Sherlock Holmes,1985,Barry Levinson,American,"Nicholas Rowe, Alan Cox",drama,Color,109.0,Roger Ashton-Griffiths,4250320.0,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Freddie Jones,cult|death|delusion|girl|sherlock holmes,English,USA,18000000.0,1.85
9½ Weeks,1986,Adrian Lyne,American,"Mickey Rourke, Kim Basinger",drama,Color,112.0,Karen Young,6734844.0,Drama|Romance,David Margulies,Kim Chan,blindfolded woman|control|male dominance|sex game|sex in public,English,USA,17000000.0,1.85
Aliens,1986,James Cameron,American,"Sigourney Weaver, Michael Biehn, Lance Henriksen, Carrie Henn, Bill Paxton, Paul Reiser, Jenette Goldstein",science fiction,Color,154.0,Carrie Henn,85200000.0,Action|Adventure|Sci-Fi,Michael Biehn,Jenette Goldstein,alien|human versus alien|monster|rescue mission|space marine,English,USA,18500000.0,1.85
April Fool's Day,1986,Fred Walton,American,"Deborah Foreman, Jay Baker",horror,Color,89.0,Deborah Foreman,12947763.0,Horror|Mystery,Thomas F. Wilson,Clayton Rohner,april fool's day|island|mansion|psycho|secret,English,USA,5000000.0,2.35
Big Trouble in Little China,1986,John Carpenter,American,"Kurt Russell, Kim Cattrall, Victor Wong",action,Color,99.0,Kate Burton,11100000.0,Action|Adventure|Comedy|Fantasy,Victor Wong,Peter Kwong,1980s|airport|cb radio|truck|truck driver,English,USA,25000000.0,2.35
The Clan of the Cave Bear,1986,Michael Chapman,American,"Daryl Hannah, Pamela Reed, James Remar",adventure,Color,98.0,Pamela Reed,1953732.0,Adventure|Drama|Fantasy,Curtis Armstrong,Mike Muscat,cave bear|cro magnon|neanderthal|survival|tradition,English,USA,15000000.0,2.35
The Color of Money,1986,Martin Scorsese,American,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, John Turturro, Helen Shaver, Forest Whitaker",drama,Color,119.0,Bill Cobbs,52293982.0,Drama|Sport,Tom Cruise,Mary Elizabeth Mastrantonio,hustler|losing|pool|pool player|tournament,English,USA,13800000.0,1.85
The Golden Child,1986,Michael Ritchie,American,"Eddie Murphy, Charles Dance",comedy,Color,94.0,Randall 'Tex' Cobb,79817937.0,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,Charlotte Lewis,boy|child|chosen one|demon|detective,English,USA,25000000.0,1.85
Highlander,1986,Russell Mulcahy,American,"Christopher Lambert, Sean Connery, Roxanne Hart, Clancy Brown",science fiction,Color,110.0,Jon Polito,5900000.0,Action|Adventure|Fantasy,Christopher Lambert,Celia Imrie,combat|head cut off|immortal|scotland|swordsman,English,UK,16000000.0,1.85
Howard the Duck,1986,Willard Huyck,American,"Lea Thompson, Jeffrey Jones, Tim Robbins",science fiction comedy,Color,110.0,Jeffrey Jones,16295774.0,Action|Adventure|Comedy|Romance|Sci-Fi,Lea Thompson,Jordan Prentice,alien|duck|laser|planet|singer,English,USA,35000000.0,1.85
Invaders from Mars,1986,Tobe Hooper,American,"Karen Black, Hunter Carson, Timothy Bottoms, Laraine Newman",science fiction,Color,100.0,Bud Cort,4884663.0,Horror|Sci-Fi,Louise Fletcher,William Bassett,alien|boy|nurse|school|school nurse,English,USA,12000000.0,2.35
Legal Eagles,1986,Ivan Reitman,American,"Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hill",comedy,Color,116.0,Debra Winger,49851591.0,Comedy|Crime|Romance,Brian Dennehy,Roscoe Lee Browne,judicial|judiciary|lawyer|murder|painting,English,USA,40000000.0,2.35
Little Shop of Horrors,1986,Frank Oz,American,"Rick Moranis, Ellen Greene, Steve Martin",musical comedy,Color,102.0,Jim Belushi,38747385.0,Comedy|Horror|Musical|Sci-Fi,Bill Murray,Tisha Campbell-Martin,eclipse|florist|nerd|plant|shop,English,USA,25000000.0,1.85
Peggy Sue Got Married,1986,Francis Ford Coppola,American,"Kathleen Turner, Nicolas Cage, Catherine Hicks, Joan Allen, Jim Carrey, Helen Hunt",comedy,Color,103.0,Kathleen Turner,41382841.0,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Joan Allen,alternate history|alternate timeline|divorce|high school|reunion,English,USA,18000000.0,1.85
Platoon,1986,Oliver Stone,American,"Tom Berenger, Willem Dafoe, Charlie Sheen",war,Color,120.0,Tom Berenger,137963328.0,Drama|War,Johnny Depp,Kevin Dillon,1960s|famous score|hero|vietnam|vietnam war,English,UK,6000000.0,1.85
River's Edge,1986,Tim Hunter,American,"Crispin Glover, Keanu Reeves, Ione Skye Leitch, Daniel Roebuck, Dennis Hopper",drama, Black and White,99.0,Daniel Roebuck,4600000.0,Crime|Drama,Keanu Reeves,Ione Skye,death|friend|high school|murder|police,English,USA,1900000.0,1.85
Shanghai Surprise,1986,Jim Goddard,American,"Sean Penn, Madonna",comedy,Color,97.0,Paul Freeman,2315683.0,Adventure|Crime|Drama|Romance,Victor Wong,Clyde Kusatsu,china|missionary|opium|villain|year 1937,English,UK,17000000.0,1.85
She's Gotta Have It,1986,Spike Lee,American,"Tracy Camilla Johns, Tommy Redmond","comedy, drama", Black and White,88.0,Joie Lee,7137502.0,Comedy|Romance,S. Epatha Merkerson,Tracy Camilla Johns,female nudity|male model|nudity|rite of passage|sex,English,USA,175000.0,1.85
Stand by Me,1986,Rob Reiner,American,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell, Kiefer Sutherland",drama,Color,89.0,Frances Lee McCain,52287414.0,Adventure|Drama,Marshall Bell,Casey Siemaszko,friendship|summertime|treehouse|walking on train tracks|woods,English,USA,8000000.0,1.85
Star Trek IV: The Voyage Home,1986,Leonard Nimoy,American,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Nichelle Nichols, George Takei, Catherine Hicks, Walter Koenig, Robin Curtis, Mark Lenard, Brock Peters",science fiction,Color,119.0,Nichelle Nichols,109713132.0,Adventure|Comedy|Sci-Fi,Leonard Nimoy,Walter Koenig,alien probe|humpback whales|probe|time travel|whale,English,USA,25000000.0,2.35
The Texas Chainsaw Massacre 2,1986,Tobe Hooper,American,Dennis Hopper,horror,Color,101.0,Lou Perryman,8025872.0,Comedy|Horror,Bill Johnson,Jim Siedow,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,English,USA,4700000.0,1.85
Top Gun,1986,Tony Scott,American,"Tom Cruise, Kelly McGillis, Anthony Edwards, Val Kilmer, Meg Ryan, Tom Skerritt, Michael Ironside, Tim Robbins",action,Color,110.0,Tom Skerritt,176781728.0,Action|Drama|Romance,Tom Cruise,Adrian Pasdar,flying|gay subtext|machismo|male objectification|pilot,English,USA,15000000.0,1.33
Witchboard,1986,Kevin Tenney,American,"Tawny Kitaen, Stephen Nichols",horror,Color,98.0,Tawny Kitaen,7369373.0,Horror|Mystery|Thriller,Kathleen Wilhoite,Rose Marie,evil spirit|hatchet|ouija|ouija board|psychopathic killer,English,UK,2000000.0,1.85
The Wraith,1986,Mike Marvin,American,"Charlie Sheen, Sherilyn Fenn, Nick Cassavetes, Randy Quaid",science fiction,Color,93.0,Randy Quaid,3500000.0,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,Nick Cassavetes,arizona|death|gang|police|sheriff,English,USA,2700000.0,1.85
American Ninja 2: The Confrontation,1987,Sam Firstenberg,American,"Michael Dudikoff, Steve James",action,Color,90.0,Steve James,4000000.0,Action|Drama,Michael Dudikoff,Larry Poindexter,blood splatter|island|motorboat|ninja|sequel to cult film,English,USA,350000.0,1.85
Beverly Hills Cop II,1987,Tony Scott,American,"Eddie Murphy, Judge Reinhold, Brigitte Nielsen, Jürgen Prochnow, Ronny Cox, John Ashton","action, comedy",Color,100.0,Judge Reinhold,153665036.0,Action|Comedy|Crime|Thriller,Dean Stockwell,Ronny Cox,detective|police|police chief|robbery|tall woman,English,USA,28000000.0,2.35
Creepshow 2,1987,Michael Gornick,American,"George Kennedy, Dorothy Lamour, Lois Chiles",horror comedy,Color,85.0,Holt McCallany,14000000.0,Comedy|Fantasy|Horror|Thriller,George Kennedy,Dorothy Lamour,anthology|hit and run|hit by a car|living statue|melting woman,English,USA,3500000.0,1.85
Cry Freedom,1987,Richard Attenborough,American,"Denzel Washington, Kevin Kline","drama, biography",Color,147.0,Kevin McNally,5899797.0,Biography|Drama|History,Denzel Washington,Penelope Wilton,activist|editor|journalist|newspaper|south africa,English,UK,29000000.0,2.35
